hlpi_name,year,hlpi,nzhec,nzhec_name,nzhec_short,level,nzhec1,nzhec1_name,nzhec1_short,weight,exp_pw,eqv_exp_pw
Income quintile 1 (low),2014,disq1,3,Clothing and footwear,Clothing and footwear,group,3,Clothing and footwear,Clothing and footwear,1.6,8.1,5.5
Income quintile 1 (low),2014,disq1,3.1,Clothing,Clothing,subgroup,3,Clothing and footwear,Clothing and footwear,1.3,6.3,4.3
Income quintile 1 (low),2014,disq1,3.2,Footwear,Footwear,subgroup,3,Clothing and footwear,Clothing and footwear,0.4,1.7,1.2
Income quintile 1 (low),2014,disq1,4,Housing and household utilities,Housing,group,4,Housing and household utilities,Housing,32.7,161.9,110.1
Income quintile 1 (low),2014,disq1,4.1,Actual rentals for housing,Rent,subgroup,4,Housing and household utilities,Housing,18.6,92.3,62.8
Income quintile 1 (low),2014,disq1,4.3,Property maintenance,Property maintenance,subgroup,4,Housing and household utilities,Housing,1.6,8,5.5
Income quintile 1 (low),2014,disq1,4.4,Property rates and related services,Property rates,subgroup,4,Housing and household utilities,Housing,4.4,21.8,14.8
Income quintile 1 (low),2014,disq1,4.5,Household energy,Household energy,subgroup,4,Housing and household utilities,Housing,8,39.8,27.1
Income quintile 1 (low),2014,disq1,5,Household contents and services,Contents and services,group,5,Household contents and services,Contents and services,2.9,14.2,9.7
Income quintile 1 (low),2014,disq1,5.1,"Furniture, furnishings and floor coverings",Furniture,subgroup,5,Household contents and services,Contents and services,0.8,3.8,2.6
Income quintile 1 (low),2014,disq1,5.2,Household textiles,Textiles,subgroup,5,Household contents and services,Contents and services,0.2,1,0.7
Income quintile 1 (low),2014,disq1,5.3,Household appliances,Appliances,subgroup,5,Household contents and services,Contents and services,0.5,2.6,1.8
Income quintile 1 (low),2014,disq1,5.4,"Glassware, tableware and household utensils",Utensils,subgroup,5,Household contents and services,Contents and services,0.2,0.8,0.5
Income quintile 1 (low),2014,disq1,5.5,Tools and equipment for house and garden,Tools,subgroup,5,Household contents and services,Contents and services,0.4,2,1.3
Income quintile 1 (low),2014,disq1,5.6,Other household supplies and services,Other supplies and services,subgroup,5,Household contents and services,Contents and services,0.8,4,2.7
Income quintile 1 (low),2014,disq1,6,Health,Health,group,6,Health,Health,2.9,14.6,9.9
Income quintile 1 (low),2014,disq1,6.1,"Medical products, appliances and equipment",Medical products,subgroup,6,Health,Health,1,5.1,3.5
Income quintile 1 (low),2014,disq1,6.2,Out-patient services,Out-patient services,subgroup,6,Health,Health,1.9,9.3,6.3
Income quintile 1 (low),2014,disq1,6.3,Hospital services,Hospital services,subgroup,6,Health,Health,0,0.2,0.1
Income quintile 1 (low),2014,disq1,7,Transport,Transport,group,7,Transport,Transport,11.1,55.1,37.4
Income quintile 1 (low),2014,disq1,7.1,Purchase of vehicles,Vehicles,subgroup,7,Transport,Transport,1.7,8.3,5.7
Income quintile 1 (low),2014,disq1,7.2,Private transport supplies and services,Private transport supplies,subgroup,7,Transport,Transport,8.3,40.9,27.8
Income quintile 1 (low),2014,disq1,7.3,Passenger transport services,Passenger transport,subgroup,7,Transport,Transport,1.2,5.8,4
Income quintile 1 (low),2014,disq1,8,Communication,Communication,group,8,Communication,Communication,5.4,26.7,18.2
Income quintile 1 (low),2014,disq1,8.1,Postal services,Postal services,subgroup,8,Communication,Communication,0.2,1,0.7
Income quintile 1 (low),2014,disq1,8.2,Telecommunication equipment,Telecommunication equip,subgroup,8,Communication,Communication,0.2,1.2,0.8
Income quintile 1 (low),2014,disq1,8.3,Telecommunication services,Telecommunication services,subgroup,8,Communication,Communication,4.9,24.5,16.7
Income quintile 1 (low),2014,disq1,9,Recreation and culture,Recreation and culture,group,9,Recreation and culture,Recreation and culture,6.5,32.1,21.8
Income quintile 1 (low),2014,disq1,9.1,Audio-visual and computing equipment,Audio-visual,subgroup,9,Recreation and culture,Recreation and culture,0.8,3.8,2.6
Income quintile 1 (low),2014,disq1,9.2,Major recreational and cultural equipment,Major recreational equip,subgroup,9,Recreation and culture,Recreation and culture,0.1,0.5,0.4
Income quintile 1 (low),2014,disq1,9.3,Other recreational equipment and supplies,Other recreational equip,subgroup,9,Recreation and culture,Recreation and culture,1.7,8.2,5.6
Income quintile 1 (low),2014,disq1,9.4,Recreational and cultural services,Rec & cultural services,subgroup,9,Recreation and culture,Recreation and culture,2.3,11.3,7.7
Income quintile 1 (low),2014,disq1,9.5,"Newspapers, books and stationery",Newspapers & books,subgroup,9,Recreation and culture,Recreation and culture,1,5.2,3.5
Income quintile 1 (low),2014,disq1,9.6,Accommodation services,Accomodation,subgroup,9,Recreation and culture,Recreation and culture,0.3,1.4,0.9
Income quintile 1 (low),2014,disq1,10,Education,Education,group,10,Education,Education,0.9,4.5,3.1
Income quintile 1 (low),2014,disq1,10.1,Early childhood education,Early childhood education,subgroup,10,Education,Education,0.1,0.5,0.4
Income quintile 1 (low),2014,disq1,10.2,Primary and secondary education,Primary/secondary education,subgroup,10,Education,Education,0.3,1.5,1
Income quintile 1 (low),2014,disq1,10.3,Tertiary and other post school education,Tertiary education,subgroup,10,Education,Education,0.5,2.2,1.5
Income quintile 1 (low),2014,disq1,10.4,Other educational fees,Other education,subgroup,10,Education,Education,0,0.2,0.1
Income quintile 1 (low),2014,disq1,11,Miscellaneous goods and services,Miscellaneous,group,11,Miscellaneous goods and services,Miscellaneous,8.3,40.9,27.9
Income quintile 1 (low),2014,disq1,11.1,Personal care,Personal care,subgroup,11,Miscellaneous goods and services,Miscellaneous,2.2,11,7.5
Income quintile 1 (low),2014,disq1,11.3,Personal effects,Personal effects,subgroup,11,Miscellaneous goods and services,Miscellaneous,0.1,0.4,0.3
Income quintile 1 (low),2014,disq1,11.4,Insurance,Insurance,subgroup,11,Miscellaneous goods and services,Miscellaneous,4.7,23.3,15.8
Income quintile 1 (low),2014,disq1,11.5,Credit services,Credit services,subgroup,11,Miscellaneous goods and services,Miscellaneous,0.4,2,1.3
Income quintile 1 (low),2014,disq1,11.6,Other miscellaneous services,Miscellaneous services,subgroup,11,Miscellaneous goods and services,Miscellaneous,0.9,4.2,2.9
Income quintile 1 (low),2014,disq1,13,Other expenditure,Interest,group,13,Other expenditure,Interest,3.2,15.7,10.7
Income quintile 1 (low),2014,disq1,13.1,Interest payments,Interest,subgroup,13,Other expenditure,Interest,3.2,15.7,10.7
Income quintile 1 (low),2014,disq1,04.1.01,Actual rentals for housing,Rent,class,4,Housing and household utilities,Housing,18.6,92.3,62.8
Income quintile 1 (low),2014,disq1,04.4.03,Local authority rates and payments,Local authority rates,class,4,Housing and household utilities,Housing,3.8,18.9,12.8
Income quintile 1 (low),2014,disq1,04.5.01,Electricity,Electricity,class,4,Housing and household utilities,Housing,7.4,36.8,25
Income quintile 1 (low),2014,disq1,07.2.02,Petrol,Petrol,class,7,Transport,Transport,4.8,23.9,16.2
Income quintile 2,2014,disq2,1,Food,Food,group,1,Food,Food,20,147.7,87.3
Income quintile 2,2014,disq2,1.1,Fruit and vegetables,Fruit & veg,subgroup,1,Food,Food,3,21.9,13
Income quintile 2,2014,disq2,1.2,"Meat, poultry and fish",Meat,subgroup,1,Food,Food,3.3,24.4,14.4
Income quintile 2,2014,disq2,1.3,Grocery food,Grocery food,subgroup,1,Food,Food,8.3,61.4,36.3
Income quintile 2,2014,disq2,1.4,Non-alcoholic beverages,Soft drinks,subgroup,1,Food,Food,2,15,8.8
Income quintile 2,2014,disq2,1.5,Restaurant meals and ready-to-eat food,Restaurant meals,subgroup,1,Food,Food,3.4,25,14.8
Income quintile 2,2014,disq2,2,Alcoholic beverages and tobacco,Alcohol and tobacco,group,2,Alcoholic beverages and tobacco,Alcohol and tobacco,6.2,46,27.1
Income quintile 2,2014,disq2,2.1,Alcoholic beverages,Alcohol,subgroup,2,Alcoholic beverages and tobacco,Alcohol and tobacco,3.4,25.3,15
Income quintile 2,2014,disq2,2.2,Cigarettes and tobacco,Cigarettes and tobacco,subgroup,2,Alcoholic beverages and tobacco,Alcohol and tobacco,2.8,20.6,12.2
Income quintile 2,2014,disq2,3,Clothing and footwear,Clothing and footwear,group,3,Clothing and footwear,Clothing and footwear,2.4,17.9,10.6
Income quintile 2,2014,disq2,3.1,Clothing,Clothing,subgroup,3,Clothing and footwear,Clothing and footwear,2.1,15.5,9.1
Income quintile 2,2014,disq2,3.2,Footwear,Footwear,subgroup,3,Clothing and footwear,Clothing and footwear,0.3,2.4,1.4
Income quintile 2,2014,disq2,4,Housing and household utilities,Housing,group,4,Housing and household utilities,Housing,27,199.6,117.9
Income quintile 2,2014,disq2,4.1,Actual rentals for housing,Rent,subgroup,4,Housing and household utilities,Housing,14.5,107.3,63.4
Income quintile 2,2014,disq2,4.3,Property maintenance,Property maintenance,subgroup,4,Housing and household utilities,Housing,1.6,12,7.1
Income quintile 2,2014,disq2,4.4,Property rates and related services,Property rates,subgroup,4,Housing and household utilities,Housing,4.4,32.8,19.4
Income quintile 2,2014,disq2,4.5,Household energy,Household energy,subgroup,4,Housing and household utilities,Housing,6.4,47.4,28
Income quintile 2,2014,disq2,5,Household contents and services,Contents and services,group,5,Household contents and services,Contents and services,3.9,28.5,16.9
Income quintile 2,2014,disq2,5.1,"Furniture, furnishings and floor coverings",Furniture,subgroup,5,Household contents and services,Contents and services,1,7.6,4.5
Income quintile 2,2014,disq2,5.2,Household textiles,Textiles,subgroup,5,Household contents and services,Contents and services,0.4,2.9,1.7
Income quintile 2,2014,disq2,5.3,Household appliances,Appliances,subgroup,5,Household contents and services,Contents and services,1,7.3,4.3
Income quintile 2,2014,disq2,5.4,"Glassware, tableware and household utensils",Utensils,subgroup,5,Household contents and services,Contents and services,0.2,1.1,0.7
Income quintile 2,2014,disq2,5.5,Tools and equipment for house and garden,Tools,subgroup,5,Household contents and services,Contents and services,0.4,3.3,1.9
Income quintile 2,2014,disq2,5.6,Other household supplies and services,Other supplies and services,subgroup,5,Household contents and services,Contents and services,0.9,6.3,3.7
Income quintile 2,2014,disq2,6,Health,Health,group,6,Health,Health,3.2,24,14.2
Income quintile 2,2014,disq2,6.1,"Medical products, appliances and equipment",Medical products,subgroup,6,Health,Health,1.1,8.1,4.8
Income quintile 2,2014,disq2,6.2,Out-patient services,Out-patient services,subgroup,6,Health,Health,2,14.5,8.6
Income quintile 2,2014,disq2,6.3,Hospital services,Hospital services,subgroup,6,Health,Health,0.2,1.3,0.8
Income quintile 2,2014,disq2,7,Transport,Transport,group,7,Transport,Transport,11.8,87.2,51.5
Income quintile 2,2014,disq2,7.1,Purchase of vehicles,Vehicles,subgroup,7,Transport,Transport,1.9,14,8.3
Income quintile 2,2014,disq2,7.2,Private transport supplies and services,Private transport supplies,subgroup,7,Transport,Transport,8.5,62.9,37.1
Income quintile 2,2014,disq2,7.3,Passenger transport services,Passenger transport,subgroup,7,Transport,Transport,1.4,10.3,6.1
Income quintile 2,2014,disq2,8,Communication,Communication,group,8,Communication,Communication,4.1,30.5,18
Income quintile 2,2014,disq2,8.1,Postal services,Postal services,subgroup,8,Communication,Communication,0.1,1.1,0.7
Income quintile 2,2014,disq2,8.2,Telecommunication equipment,Telecommunication equip,subgroup,8,Communication,Communication,0.2,1.7,1
Income quintile 2,2014,disq2,8.3,Telecommunication services,Telecommunication services,subgroup,8,Communication,Communication,3.8,27.7,16.4
Income quintile 2,2014,disq2,9,Recreation and culture,Recreation and culture,group,9,Recreation and culture,Recreation and culture,6.9,50.9,30.1
Income quintile 2,2014,disq2,9.1,Audio-visual and computing equipment,Audio-visual,subgroup,9,Recreation and culture,Recreation and culture,0.9,6.4,3.8
Income quintile 2,2014,disq2,9.2,Major recreational and cultural equipment,Major recreational equip,subgroup,9,Recreation and culture,Recreation and culture,0.1,0.8,0.5
Income quintile 2,2014,disq2,9.3,Other recreational equipment and supplies,Other recreational equip,subgroup,9,Recreation and culture,Recreation and culture,1.7,12.5,7.4
Income quintile 2,2014,disq2,9.4,Recreational and cultural services,Rec & cultural services,subgroup,9,Recreation and culture,Recreation and culture,2.5,18.5,10.9
Income quintile 2,2014,disq2,9.5,"Newspapers, books and stationery",Newspapers & books,subgroup,9,Recreation and culture,Recreation and culture,1,7.6,4.5
Income quintile 2,2014,disq2,9.6,Accommodation services,Accomodation,subgroup,9,Recreation and culture,Recreation and culture,0.3,2.4,1.4
Income quintile 2,2014,disq2,10,Education,Education,group,10,Education,Education,1,7.3,4.3
Income quintile 2,2014,disq2,10.1,Early childhood education,Early childhood education,subgroup,10,Education,Education,0.2,1.2,0.7
Income quintile 2,2014,disq2,10.2,Primary and secondary education,Primary/secondary education,subgroup,10,Education,Education,0.3,2.1,1.3
Income quintile 2,2014,disq2,10.3,Tertiary and other post school education,Tertiary education,subgroup,10,Education,Education,0.4,3.3,1.9
Income quintile 2,2014,disq2,10.4,Other educational fees,Other education,subgroup,10,Education,Education,0.1,0.7,0.4
Income quintile 2,2014,disq2,11,Miscellaneous goods and services,Miscellaneous,group,11,Miscellaneous goods and services,Miscellaneous,8.4,62.2,36.7
Income quintile 2,2014,disq2,11.1,Personal care,Personal care,subgroup,11,Miscellaneous goods and services,Miscellaneous,2.1,15.3,9
Income quintile 2,2014,disq2,11.3,Personal effects,Personal effects,subgroup,11,Miscellaneous goods and services,Miscellaneous,0.2,1.8,1
Income quintile 2,2014,disq2,11.4,Insurance,Insurance,subgroup,11,Miscellaneous goods and services,Miscellaneous,5.1,37.7,22.3
Income quintile 2,2014,disq2,11.5,Credit services,Credit services,subgroup,11,Miscellaneous goods and services,Miscellaneous,0.4,3.2,1.9
Income quintile 2,2014,disq2,11.6,Other miscellaneous services,Miscellaneous services,subgroup,11,Miscellaneous goods and services,Miscellaneous,0.6,4.2,2.5
Income quintile 2,2014,disq2,13,Other expenditure,Interest,group,13,Other expenditure,Interest,5,36.6,21.6
Income quintile 2,2014,disq2,13.1,Interest payments,Interest,subgroup,13,Other expenditure,Interest,5,36.6,21.6
Income quintile 2,2014,disq2,04.1.01,Actual rentals for housing,Rent,class,4,Housing and household utilities,Housing,14.5,107.3,63.4
Income quintile 2,2014,disq2,04.4.03,Local authority rates and payments,Local authority rates,class,4,Housing and household utilities,Housing,3.7,27.6,16.3
Income quintile 2,2014,disq2,04.5.01,Electricity,Electricity,class,4,Housing and household utilities,Housing,5.9,43.4,25.6
Income quintile 2,2014,disq2,07.2.02,Petrol,Petrol,class,7,Transport,Transport,5.3,39.4,23.3
Income quintile 3,2014,disq3,1,Food,Food,group,1,Food,Food,18.8,190.4,108.4
Income quintile 3,2014,disq3,1.1,Fruit and vegetables,Fruit & veg,subgroup,1,Food,Food,2.5,25,14.2
Income quintile 3,2014,disq3,1.2,"Meat, poultry and fish",Meat,subgroup,1,Food,Food,3,30.6,17.4
Income quintile 3,2014,disq3,1.3,Grocery food,Grocery food,subgroup,1,Food,Food,7.3,73.7,41.9
Income quintile 3,2014,disq3,1.4,Non-alcoholic beverages,Soft drinks,subgroup,1,Food,Food,2.2,22.6,12.9
Income quintile 3,2014,disq3,1.5,Restaurant meals and ready-to-eat food,Restaurant meals,subgroup,1,Food,Food,3.8,38.5,21.9
Income quintile 3,2014,disq3,2,Alcoholic beverages and tobacco,Alcohol and tobacco,group,2,Alcoholic beverages and tobacco,Alcohol and tobacco,6.1,62,35.3
