species,year,variable,units,magnitude,source,data_value,flag
Pacific Bluefin Tuna,2016,Asset value,Dollars,Millions,Environmental Accounts,,
Pacific Bluefin Tuna,2016,Catch,Tonnes,Actual,Environmental Accounts,18,
Pacific Bluefin Tuna,2016,TACC,Tonnes,Actual,Environmental Accounts,116,
Pacific Bluefin Tuna,2017,Asset value,Dollars,Millions,Environmental Accounts,,
Pacific Bluefin Tuna,2017,Catch,Tonnes,Actual,Environmental Accounts,14.4,
Pacific Bluefin Tuna,2017,TACC,Tonnes,Actual,Environmental Accounts,116,
Pacific Bluefin Tuna,2018,Asset value,Dollars,Millions,Environmental Accounts,0.5,
Pacific Bluefin Tuna,2018,Catch,Tonnes,Actual,Environmental Accounts,20.7,
Pacific Bluefin Tuna,2018,TACC,Tonnes,Actual,Environmental Accounts,116,
Pacific Bluefin Tuna,2019,Asset value,Dollars,Millions,Environmental Accounts,0.5,P
Pacific Bluefin Tuna,2019,Catch,Tonnes,Actual,Environmental Accounts,21.6,P
Pacific Bluefin Tuna,2019,TACC,Tonnes,Actual,Environmental Accounts,116,P
Paddle Crab,2003,Asset value,Dollars,Millions,Environmental Accounts,5.3,
Paddle Crab,2003,Catch,Tonnes,Actual,Environmental Accounts,280.8,
Paddle Crab,2003,TACC,Tonnes,Actual,Environmental Accounts,765,
Paddle Crab,2004,Asset value,Dollars,Millions,Environmental Accounts,7,
Paddle Crab,2004,Catch,Tonnes,Actual,Environmental Accounts,372.8,
Paddle Crab,2004,TACC,Tonnes,Actual,Environmental Accounts,765,
Paddle Crab,2005,Asset value,Dollars,Millions,Environmental Accounts,3.8,
Paddle Crab,2005,Catch,Tonnes,Actual,Environmental Accounts,292.4,
Paddle Crab,2005,TACC,Tonnes,Actual,Environmental Accounts,765,
Paddle Crab,2006,Asset value,Dollars,Millions,Environmental Accounts,3.1,
Paddle Crab,2006,Catch,Tonnes,Actual,Environmental Accounts,233.5,
Paddle Crab,2006,TACC,Tonnes,Actual,Environmental Accounts,765,
Paddle Crab,2007,Asset value,Dollars,Millions,Environmental Accounts,3.1,
Paddle Crab,2007,Catch,Tonnes,Actual,Environmental Accounts,133.4,
Paddle Crab,2007,TACC,Tonnes,Actual,Environmental Accounts,765,
Paddle Crab,2008,Asset value,Dollars,Millions,Environmental Accounts,4,
Paddle Crab,2008,Catch,Tonnes,Actual,Environmental Accounts,168.2,
Paddle Crab,2008,TACC,Tonnes,Actual,Environmental Accounts,765,
Paddle Crab,2009,Asset value,Dollars,Millions,Environmental Accounts,3.1,
Paddle Crab,2009,Catch,Tonnes,Actual,Environmental Accounts,134.7,
Paddle Crab,2009,TACC,Tonnes,Actual,Environmental Accounts,765,
Paddle Crab,2010,Asset value,Dollars,Millions,Environmental Accounts,2.9,
Paddle Crab,2010,Catch,Tonnes,Actual,Environmental Accounts,120.1,
Paddle Crab,2010,TACC,Tonnes,Actual,Environmental Accounts,765,
Paddle Crab,2011,Asset value,Dollars,Millions,Environmental Accounts,4.1,
Paddle Crab,2011,Catch,Tonnes,Actual,Environmental Accounts,140.2,
Paddle Crab,2011,TACC,Tonnes,Actual,Environmental Accounts,765,
Paddle Crab,2012,Asset value,Dollars,Millions,Environmental Accounts,1.2,
Paddle Crab,2012,Catch,Tonnes,Actual,Environmental Accounts,121.6,
Paddle Crab,2012,TACC,Tonnes,Actual,Environmental Accounts,765,
Paddle Crab,2013,Asset value,Dollars,Millions,Environmental Accounts,1.3,
Paddle Crab,2013,Catch,Tonnes,Actual,Environmental Accounts,103,
Paddle Crab,2013,TACC,Tonnes,Actual,Environmental Accounts,765,
Paddle Crab,2014,Asset value,Dollars,Millions,Environmental Accounts,2.7,
Paddle Crab,2014,Catch,Tonnes,Actual,Environmental Accounts,101.1,
Paddle Crab,2014,TACC,Tonnes,Actual,Environmental Accounts,765,
Paddle Crab,2015,Asset value,Dollars,Millions,Environmental Accounts,1.3,
Paddle Crab,2015,Catch,Tonnes,Actual,Environmental Accounts,110,
Paddle Crab,2015,TACC,Tonnes,Actual,Environmental Accounts,765,
Paddle Crab,2016,Asset value,Dollars,Millions,Environmental Accounts,1.7,
Paddle Crab,2016,Catch,Tonnes,Actual,Environmental Accounts,127.2,
Paddle Crab,2016,TACC,Tonnes,Actual,Environmental Accounts,765,
Paddle Crab,2017,Asset value,Dollars,Millions,Environmental Accounts,1.3,
Paddle Crab,2017,Catch,Tonnes,Actual,Environmental Accounts,68.6,
Paddle Crab,2017,TACC,Tonnes,Actual,Environmental Accounts,765,
Paddle Crab,2018,Asset value,Dollars,Millions,Environmental Accounts,2.5,
Paddle Crab,2018,Catch,Tonnes,Actual,Environmental Accounts,26.8,
Paddle Crab,2018,TACC,Tonnes,Actual,Environmental Accounts,765,
Paddle Crab,2019,Asset value,Dollars,Millions,Environmental Accounts,7,P
Paddle Crab,2019,Catch,Tonnes,Actual,Environmental Accounts,23,P
Paddle Crab,2019,TACC,Tonnes,Actual,Environmental Accounts,765,P
Pale Ghost Shark,2000,Asset value,Dollars,Millions,Environmental Accounts,0.9,
Pale Ghost Shark,2000,TACC,Tonnes,Actual,Environmental Accounts,803,
Pale Ghost Shark,2001,Asset value,Dollars,Millions,Environmental Accounts,1.1,
Pale Ghost Shark,2001,TACC,Tonnes,Actual,Environmental Accounts,803,
Pale Ghost Shark,2002,Asset value,Dollars,Millions,Environmental Accounts,1.4,
Pale Ghost Shark,2002,Catch,Tonnes,Actual,Environmental Accounts,1648.7,
Pale Ghost Shark,2002,TACC,Tonnes,Actual,Environmental Accounts,803,
Pale Ghost Shark,2003,Asset value,Dollars,Millions,Environmental Accounts,1.2,
Pale Ghost Shark,2003,Catch,Tonnes,Actual,Environmental Accounts,1895.3,
Pale Ghost Shark,2003,TACC,Tonnes,Actual,Environmental Accounts,803,
Pale Ghost Shark,2004,Asset value,Dollars,Millions,Environmental Accounts,2.7,
Pale Ghost Shark,2004,Catch,Tonnes,Actual,Environmental Accounts,1553.9,
Pale Ghost Shark,2004,TACC,Tonnes,Actual,Environmental Accounts,803,
Pale Ghost Shark,2005,Asset value,Dollars,Millions,Environmental Accounts,4.8,
Pale Ghost Shark,2005,Catch,Tonnes,Actual,Environmental Accounts,888.2,
Pale Ghost Shark,2005,TACC,Tonnes,Actual,Environmental Accounts,1780,
Pale Ghost Shark,2006,Asset value,Dollars,Millions,Environmental Accounts,1,
Pale Ghost Shark,2006,Catch,Tonnes,Actual,Environmental Accounts,707.8,
Pale Ghost Shark,2006,TACC,Tonnes,Actual,Environmental Accounts,1780,
Pale Ghost Shark,2007,Asset value,Dollars,Millions,Environmental Accounts,1.3,
Pale Ghost Shark,2007,Catch,Tonnes,Actual,Environmental Accounts,793.9,
Pale Ghost Shark,2007,TACC,Tonnes,Actual,Environmental Accounts,1780,
Pale Ghost Shark,2008,Asset value,Dollars,Millions,Environmental Accounts,2.7,
Pale Ghost Shark,2008,Catch,Tonnes,Actual,Environmental Accounts,818.4,
Pale Ghost Shark,2008,TACC,Tonnes,Actual,Environmental Accounts,1780,
Pale Ghost Shark,2009,Asset value,Dollars,Millions,Environmental Accounts,1.1,
Pale Ghost Shark,2009,Catch,Tonnes,Actual,Environmental Accounts,794.8,
Pale Ghost Shark,2009,TACC,Tonnes,Actual,Environmental Accounts,1780,
Pale Ghost Shark,2010,Asset value,Dollars,Millions,Environmental Accounts,1,
Pale Ghost Shark,2010,Catch,Tonnes,Actual,Environmental Accounts,750.9,
Pale Ghost Shark,2010,TACC,Tonnes,Actual,Environmental Accounts,1780,
Pale Ghost Shark,2011,Asset value,Dollars,Millions,Environmental Accounts,1.5,
Pale Ghost Shark,2011,Catch,Tonnes,Actual,Environmental Accounts,611,
Pale Ghost Shark,2011,TACC,Tonnes,Actual,Environmental Accounts,1780,
Pale Ghost Shark,2012,Asset value,Dollars,Millions,Environmental Accounts,1.8,
Pale Ghost Shark,2012,Catch,Tonnes,Actual,Environmental Accounts,659,
Pale Ghost Shark,2012,TACC,Tonnes,Actual,Environmental Accounts,1780,
Pale Ghost Shark,2013,Asset value,Dollars,Millions,Environmental Accounts,2.7,
Pale Ghost Shark,2013,Catch,Tonnes,Actual,Environmental Accounts,697.3,
Pale Ghost Shark,2013,TACC,Tonnes,Actual,Environmental Accounts,1780,
Pale Ghost Shark,2014,Asset value,Dollars,Millions,Environmental Accounts,1.3,
Pale Ghost Shark,2014,Catch,Tonnes,Actual,Environmental Accounts,726.8,
Pale Ghost Shark,2014,TACC,Tonnes,Actual,Environmental Accounts,1780,
Pale Ghost Shark,2015,Asset value,Dollars,Millions,Environmental Accounts,2.9,
Pale Ghost Shark,2015,Catch,Tonnes,Actual,Environmental Accounts,758.1,
Pale Ghost Shark,2015,TACC,Tonnes,Actual,Environmental Accounts,1780,
Pale Ghost Shark,2016,Asset value,Dollars,Millions,Environmental Accounts,1.3,
Pale Ghost Shark,2016,Catch,Tonnes,Actual,Environmental Accounts,690.6,
Pale Ghost Shark,2016,TACC,Tonnes,Actual,Environmental Accounts,1780,
Pale Ghost Shark,2017,Asset value,Dollars,Millions,Environmental Accounts,2.4,
Pale Ghost Shark,2017,Catch,Tonnes,Actual,Environmental Accounts,925.8,
Pale Ghost Shark,2017,TACC,Tonnes,Actual,Environmental Accounts,1780,
Pale Ghost Shark,2018,Asset value,Dollars,Millions,Environmental Accounts,1.8,
Pale Ghost Shark,2018,Catch,Tonnes,Actual,Environmental Accounts,1029,R
Pale Ghost Shark,2018,TACC,Tonnes,Actual,Environmental Accounts,1780,
Pale Ghost Shark,2019,Asset value,Dollars,Millions,Environmental Accounts,2.3,P
Pale Ghost Shark,2019,Catch,Tonnes,Actual,Environmental Accounts,840,P
Pale Ghost Shark,2019,TACC,Tonnes,Actual,Environmental Accounts,1780,P
Parore,2005,Asset value,Dollars,Millions,Environmental Accounts,0.2,
Parore,2005,Catch,Tonnes,Actual,Environmental Accounts,56.2,
Parore,2005,TACC,Tonnes,Actual,Environmental Accounts,84,
Parore,2006,Asset value,Dollars,Millions,Environmental Accounts,0.2,
Parore,2006,Catch,Tonnes,Actual,Environmental Accounts,62.7,
Parore,2006,TACC,Tonnes,Actual,Environmental Accounts,84,
Parore,2007,Asset value,Dollars,Millions,Environmental Accounts,0.1,
Parore,2007,Catch,Tonnes,Actual,Environmental Accounts,61.7,
Parore,2007,TACC,Tonnes,Actual,Environmental Accounts,84,
Parore,2008,Asset value,Dollars,Millions,Environmental Accounts,0.3,
Parore,2008,Catch,Tonnes,Actual,Environmental Accounts,68.6,
Parore,2008,TACC,Tonnes,Actual,Environmental Accounts,84,
Parore,2009,Asset value,Dollars,Millions,Environmental Accounts,0.2,
Parore,2009,Catch,Tonnes,Actual,Environmental Accounts,78.3,
Parore,2009,TACC,Tonnes,Actual,Environmental Accounts,84,
Parore,2010,Asset value,Dollars,Millions,Environmental Accounts,0.3,
Parore,2010,Catch,Tonnes,Actual,Environmental Accounts,92.2,
Parore,2010,TACC,Tonnes,Actual,Environmental Accounts,84,
Parore,2011,Asset value,Dollars,Millions,Environmental Accounts,0.3,
Parore,2011,Catch,Tonnes,Actual,Environmental Accounts,82.4,
Parore,2011,TACC,Tonnes,Actual,Environmental Accounts,84,
Parore,2012,Asset value,Dollars,Millions,Environmental Accounts,0.2,
Parore,2012,Catch,Tonnes,Actual,Environmental Accounts,78.4,
Parore,2012,TACC,Tonnes,Actual,Environmental Accounts,84,
Parore,2013,Asset value,Dollars,Millions,Environmental Accounts,0.3,
Parore,2013,Catch,Tonnes,Actual,Environmental Accounts,82.7,
Parore,2013,TACC,Tonnes,Actual,Environmental Accounts,84,
Parore,2014,Asset value,Dollars,Millions,Environmental Accounts,0.3,
Parore,2014,Catch,Tonnes,Actual,Environmental Accounts,71.6,
Parore,2014,TACC,Tonnes,Actual,Environmental Accounts,84,
Parore,2015,Asset value,Dollars,Millions,Environmental Accounts,0.3,
Parore,2015,Catch,Tonnes,Actual,Environmental Accounts,68.1,
Parore,2015,TACC,Tonnes,Actual,Environmental Accounts,84,
Parore,2016,Asset value,Dollars,Millions,Environmental Accounts,0.4,
Parore,2016,Catch,Tonnes,Actual,Environmental Accounts,66,
Parore,2016,TACC,Tonnes,Actual,Environmental Accounts,84,
Parore,2017,Asset value,Dollars,Millions,Environmental Accounts,0.4,
Parore,2017,Catch,Tonnes,Actual,Environmental Accounts,68.3,
Parore,2017,TACC,Tonnes,Actual,Environmental Accounts,84,
Parore,2018,Asset value,Dollars,Millions,Environmental Accounts,0.5,
Parore,2018,Catch,Tonnes,Actual,Environmental Accounts,65.4,R
Parore,2018,TACC,Tonnes,Actual,Environmental Accounts,84,
Parore,2019,Asset value,Dollars,Millions,Environmental Accounts,0.6,P
Parore,2019,Catch,Tonnes,Actual,Environmental Accounts,80.3,P
Parore,2019,TACC,Tonnes,Actual,Environmental Accounts,84,P
Patagonian Toothfish,2011,Asset value,Dollars,Millions,Environmental Accounts,1.3,
Patagonian Toothfish,2011,Catch,Tonnes,Actual,Environmental Accounts,22.7,
Patagonian Toothfish,2011,TACC,Tonnes,Actual,Environmental Accounts,49.5,
Patagonian Toothfish,2012,Asset value,Dollars,Millions,Environmental Accounts,1.3,
Patagonian Toothfish,2012,Catch,Tonnes,Actual,Environmental Accounts,34.5,
Patagonian Toothfish,2012,TACC,Tonnes,Actual,Environmental Accounts,49.5,
Patagonian Toothfish,2013,Asset value,Dollars,Millions,Environmental Accounts,1.3,
Patagonian Toothfish,2013,Catch,Tonnes,Actual,Environmental Accounts,26.9,
Patagonian Toothfish,2013,TACC,Tonnes,Actual,Environmental Accounts,49.5,
Patagonian Toothfish,2014,Asset value,Dollars,Millions,Environmental Accounts,,
Patagonian Toothfish,2014,Catch,Tonnes,Actual,Environmental Accounts,0,
Patagonian Toothfish,2014,TACC,Tonnes,Actual,Environmental Accounts,49.5,
Patagonian Toothfish,2015,Asset value,Dollars,Millions,Environmental Accounts,,
Patagonian Toothfish,2015,Catch,Tonnes,Actual,Environmental Accounts,36.1,
Patagonian Toothfish,2015,TACC,Tonnes,Actual,Environmental Accounts,49.5,
Patagonian Toothfish,2016,Asset value,Dollars,Millions,Environmental Accounts,,
Patagonian Toothfish,2016,Catch,Tonnes,Actual,Environmental Accounts,6.4,
Patagonian Toothfish,2016,TACC,Tonnes,Actual,Environmental Accounts,49.5,
Patagonian Toothfish,2017,Asset value,Dollars,Millions,Environmental Accounts,,
Patagonian Toothfish,2017,Catch,Tonnes,Actual,Environmental Accounts,18.6,
Patagonian Toothfish,2017,TACC,Tonnes,Actual,Environmental Accounts,49.5,
Patagonian Toothfish,2018,Asset value,Dollars,Millions,Environmental Accounts,,
Patagonian Toothfish,2018,Catch,Tonnes,Actual,Environmental Accounts,4.5,
Patagonian Toothfish,2018,TACC,Tonnes,Actual,Environmental Accounts,49.5,
Patagonian Toothfish,2019,Asset value,Dollars,Millions,Environmental Accounts,,P
Patagonian Toothfish,2019,Catch,Tonnes,Actual,Environmental Accounts,0,P
Patagonian Toothfish,2019,TACC,Tonnes,Actual,Environmental Accounts,49.5,P
Paua,1996,Asset value,Dollars,Millions,Environmental Accounts,142.9,
Paua,1996,TACC,Tonnes,Actual,Environmental Accounts,1253.7,
Paua,1997,Asset value,Dollars,Millions,Environmental Accounts,195.2,
Paua,1997,TACC,Tonnes,Actual,Environmental Accounts,1253.8,
Paua,1998,Asset value,Dollars,Millions,Environmental Accounts,207.8,
Paua,1998,TACC,Tonnes,Actual,Environmental Accounts,1257.7,
Paua,1999,Asset value,Dollars,Millions,Environmental Accounts,192.5,
Paua,1999,TACC,Tonnes,Actual,Environmental Accounts,1257.8,
Paua,2000,Asset value,Dollars,Millions,Environmental Accounts,254.6,
Paua,2000,TACC,Tonnes,Actual,Environmental Accounts,1252.8,
Paua,2001,Asset value,Dollars,Millions,Environmental Accounts,244.8,
Paua,2001,TACC,Tonnes,Actual,Environmental Accounts,1221,
Paua,2002,Asset value,Dollars,Millions,Environmental Accounts,259.7,
Paua,2002,Catch,Tonnes,Actual,Environmental Accounts,1102.9,
Paua,2002,TACC,Tonnes,Actual,Environmental Accounts,1194.2,
Paua,2003,Asset value,Dollars,Millions,Environmental Accounts,328.5,
Paua,2003,Catch,Tonnes,Actual,Environmental Accounts,1075.3,
Paua,2003,TACC,Tonnes,Actual,Environmental Accounts,1083.5,
Paua,2004,Asset value,Dollars,Millions,Environmental Accounts,354.9,
Paua,2004,Catch,Tonnes,Actual,Environmental Accounts,1025.1,
Paua,2004,TACC,Tonnes,Actual,Environmental Accounts,1058.5,
Paua,2005,Asset value,Dollars,Millions,Environmental Accounts,378.7,
Paua,2005,Catch,Tonnes,Actual,Environmental Accounts,1026.8,
Paua,2005,TACC,Tonnes,Actual,Environmental Accounts,1058.5,
Paua,2006,Asset value,Dollars,Millions,Environmental Accounts,375,
Paua,2006,Catch,Tonnes,Actual,Environmental Accounts,1047.4,
Paua,2006,TACC,Tonnes,Actual,Environmental Accounts,1058.5,
Paua,2007,Asset value,Dollars,Millions,Environmental Accounts,392.7,
Paua,2007,Catch,Tonnes,Actual,Environmental Accounts,995.5,
Paua,2007,TACC,Tonnes,Actual,Environmental Accounts,1058.5,
Paua,2008,Asset value,Dollars,Millions,Environmental Accounts,362,
Paua,2008,Catch,Tonnes,Actual,Environmental Accounts,1010,
Paua,2008,TACC,Tonnes,Actual,Environmental Accounts,1058.5,
Paua,2009,Asset value,Dollars,Millions,Environmental Accounts,311.1,
Paua,2009,Catch,Tonnes,Actual,Environmental Accounts,1008.1,
Paua,2009,TACC,Tonnes,Actual,Environmental Accounts,1058.5,
Paua,2010,Asset value,Dollars,Millions,Environmental Accounts,220.1,
Paua,2010,Catch,Tonnes,Actual,Environmental Accounts,1009.5,
Paua,2010,TACC,Tonnes,Actual,Environmental Accounts,1058.5,
Paua,2011,Asset value,Dollars,Millions,Environmental Accounts,278.4,
Paua,2011,Catch,Tonnes,Actual,Environmental Accounts,944.4,
Paua,2011,TACC,Tonnes,Actual,Environmental Accounts,1058.5,
Paua,2012,Asset value,Dollars,Millions,Environmental Accounts,270.7,
Paua,2012,Catch,Tonnes,Actual,Environmental Accounts,947,
Paua,2012,TACC,Tonnes,Actual,Environmental Accounts,1058.5,
Paua,2013,Asset value,Dollars,Millions,Environmental Accounts,321.9,
Paua,2013,Catch,Tonnes,Actual,Environmental Accounts,910.7,
Paua,2013,TACC,Tonnes,Actual,Environmental Accounts,1058.5,
Paua,2014,Asset value,Dollars,Millions,Environmental Accounts,298,
Paua,2014,Catch,Tonnes,Actual,Environmental Accounts,926.2,
Paua,2014,TACC,Tonnes,Actual,Environmental Accounts,1058.5,
Paua,2015,Asset value,Dollars,Millions,Environmental Accounts,339.5,
Paua,2015,Catch,Tonnes,Actual,Environmental Accounts,904.3,
Paua,2015,TACC,Tonnes,Actual,Environmental Accounts,1058.5,
Paua,2016,Asset value,Dollars,Millions,Environmental Accounts,344.8,
Paua,2016,Catch,Tonnes,Actual,Environmental Accounts,912.2,
Paua,2016,TACC,Tonnes,Actual,Environmental Accounts,1058.5,
Paua,2017,Asset value,Dollars,Millions,Environmental Accounts,365.9,
Paua,2017,Catch,Tonnes,Actual,Environmental Accounts,812.2,
Paua,2017,TACC,Tonnes,Actual,Environmental Accounts,964.9,
Paua,2018,Asset value,Dollars,Millions,Environmental Accounts,641,R
Paua,2018,Catch,Tonnes,Actual,Environmental Accounts,704.7,R
Paua,2018,TACC,Tonnes,Actual,Environmental Accounts,919.1,
Paua,2019,Asset value,Dollars,Millions,Environmental Accounts,694.4,P
Paua,2019,Catch,Tonnes,Actual,Environmental Accounts,675.8,P
Paua,2019,TACC,Tonnes,Actual,Environmental Accounts,919.1,P
Pilchard,2003,Asset value,Dollars,Millions,Environmental Accounts,10.3,
Pilchard,2003,Catch,Tonnes,Actual,Environmental Accounts,1048.9,
Pilchard,2003,TACC,Tonnes,Actual,Environmental Accounts,2485,
Pilchard,2004,Asset value,Dollars,Millions,Environmental Accounts,7,
Pilchard,2004,Catch,Tonnes,Actual,Environmental Accounts,1319.7,
Pilchard,2004,TACC,Tonnes,Actual,Environmental Accounts,2485,
Pilchard,2005,Asset value,Dollars,Millions,Environmental Accounts,4.6,
Pilchard,2005,Catch,Tonnes,Actual,Environmental Accounts,958.7,
Pilchard,2005,TACC,Tonnes,Actual,Environmental Accounts,2485,
Pilchard,2006,Asset value,Dollars,Millions,Environmental Accounts,2.4,
Pilchard,2006,Catch,Tonnes,Actual,Environmental Accounts,1010,
Pilchard,2006,TACC,Tonnes,Actual,Environmental Accounts,2485,
Pilchard,2007,Asset value,Dollars,Millions,Environmental Accounts,2.7,
Pilchard,2007,Catch,Tonnes,Actual,Environmental Accounts,864,
Pilchard,2007,TACC,Tonnes,Actual,Environmental Accounts,2485,
Pilchard,2008,Asset value,Dollars,Millions,Environmental Accounts,3.8,
Pilchard,2008,Catch,Tonnes,Actual,Environmental Accounts,720.8,
Pilchard,2008,TACC,Tonnes,Actual,Environmental Accounts,2485,
Pilchard,2009,Asset value,Dollars,Millions,Environmental Accounts,2.7,
Pilchard,2009,Catch,Tonnes,Actual,Environmental Accounts,670.8,
Pilchard,2009,TACC,Tonnes,Actual,Environmental Accounts,2485,
Pilchard,2010,Asset value,Dollars,Millions,Environmental Accounts,7.7,
Pilchard,2010,Catch,Tonnes,Actual,Environmental Accounts,667.2,
Pilchard,2010,TACC,Tonnes,Actual,Environmental Accounts,2485,
